Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS61YNP24HDTATZAQYX,M / White,SHIRT-M-WHITE,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,M,Color,White,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS622VCMKX6J2ZM1AM5,XL / White,SHIRT-XL-WHITE,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,XL,Color,White,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS6HF8NY606X76CDSZP,L / Black,SHIRT-L-BLACK,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,L,Color,Black,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS6P27PPGM745949AGC,L / White,SHIRT-L-WHITE,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,L,Color,White,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS6P2D1XM6EQZZH772A,XL / Black,SHIRT-XL-BLACK,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,XL,Color,Black,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS6PCDMAEQ8FQZFE75B,S / Black,SHIRT-S-BLACK,,,,,true,false,,2025-10-18T11:27:08.071Z,,,,,,Size,S,Color,Black,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.071Z,0,,
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS6QTHPJJJTN1Y0FJ9E,M / Black,SHIRT-M-BLACK,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,M,Color,Black,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS6WD3B52XP517V047P,S / White,SHIRT-S-WHITE,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,S,Color,White,,10,15,prod_01K7VH5JQQXWDRJ8SXG7Q0QANG,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQR3QBNBXV7KHNT70RT,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS74NGDMY3TF3A4E220,S,SWEATSHIRT-S,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,S,,,,10,15,prod_01K7VH5JQR3QBNBXV7KHNT70RT,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQR3QBNBXV7KHNT70RT,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7903BV16XYJH1J3A0,L,SWEATSHIRT-L,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,L,,,,10,15,prod_01K7VH5JQR3QBNBXV7KHNT70RT,2025-10-18T11:27:08.072Z,0,,
